東横イン札幌駅南口	(43.065528, 141.3547205)
ティアラホテル札幌すすきの	(43.0515439, 141.3546272)
プレミアホテル-TSUBAKI-札幌	(43.0544957, 141.3653558)
ホテルローヤルステイサッポロ	(43.0525989, 141.3473741)
アパホテル 札幌すすきの駅西	(43.0546343, 141.348396)
フレイムホテル札幌	(43.0540346, 141.348333)
プレミアホテル-CABIN-札幌	(43.0531621, 141.3477438)
ホテル ルートイン札幌中央	(43.0544189, 141.3512913)
東横INN	(43.0561715, 141.3544782)
ANAホリデイ・イン 札幌すすきの	(43.0548569, 141.3548217)
メルキュールホテル札幌	(43.0556065, 141.3558013)
アパホテル 札幌すすきの駅前	(43.0556326, 141.3563291)
ダイワロイネットホテル札幌すすきの	(43.0558176, 141.3570511)
スーパーホテル札幌・すすきの	(43.0539945, 141.3558693)
アパホテル 札幌すすきの	(43.0533861, 141.3579354)
アパホテル 札幌すすきの駅南	(43.0523921, 141.357687)
センチュリオンホテル&スパ札幌	(43.0529371, 141.3544315)
ホテル イビス スタイルズ 札幌	(43.0502541, 141.355134)
ホテルリブマックス札幌	(43.0498171, 141.3555223)
ホテルリソル札幌 中島公園	(43.0488356, 141.3530922)
ホテルマイステイズ札幌すすきの	(43.0519962, 141.3521471)
アンワインド ホテル＆バー	(43.0498088, 141.3523833)
クインテッサホテル札幌	(43.0498955, 141.3518277)
札幌エクセルホテル東急	(43.049301, 141.3520956)
スワンキーホテル・オートモ	(43.0525131, 141.3495272)
プレミアホテル 中島公園 札幌	(43.0475125, 141.3523165)
札幌市保養センター駒岡	(42.9656744, 141.356204)
北海道青少年会館コンパス	(42.986618, 141.3416607)
ホテル札幌メッツ	(43.0811389, 141.344966)
アパホテル＆リゾート〈札幌〉	(42.9947533, 141.3343907)
悠久の宿 白糸	(42.9678956, 141.1687088)
鶴雅リゾートスパ 森の謌	(42.966489, 141.169688)
ホテル山水	(42.9666858, 141.1665255)
章月グランドホテル	(42.965512, 141.1647479)
定山渓万世閣ホテルミリオーネ	(42.9642951, 141.1637367)
グランドブリッセンホテル定山渓	(42.9636354, 141.1595527)
定山渓郷土博物館	(42.9616747, 141.1582758)
定山渓ビューホテル	(42.9693218, 141.1673681)
定山渓第一寶亭留 翠山亭	(42.9672526, 141.1618112)
定山渓温泉花もみじ	(42.9658905, 141.1620106)
定山渓温泉ホテル鹿の湯	(42.965817, 141.1631267)
ぬくもりの宿 ふる川	(42.9656837, 141.1611583)
定山渓ホテル	(42.9650156, 141.1612961)
四季倶楽部 定山渓プライム	(42.9704958, 141.1646947)
平岸郷土資料館	(43.0314802, 141.3718055)
旅館 芙蓉館	(43.0712452, 141.3586015)
札幌村郷土記念館	(43.0805064, 141.3767564)
アーバンホテルマルコー札幌	(43.0823743, 141.3533327)
ホテルユキタ	(43.1070675, 141.3682086)
酪農と乳の歴史館	(43.0724804, 141.3853417)
ホテル時計台	(43.0639578, 141.3522684)
ココホテル 札幌駅前	(43.0631044, 141.3521899)
ラ・ジェント・ステイ札幌大通	(43.0577548, 141.3506687)
ゲストハウス オン マイ ウェイ	(43.0583324, 141.3355559)
北海道青年会館	(43.0677113, 141.345693)
北海道クリスチャンセンター	(43.0693949, 141.3454209)
札幌サンプラザ	(43.090741, 141.3418841)
札幌市下水道科学館	(43.1168763, 141.3425132)
屯田郷土資料館	(43.1335695, 141.330355)
ベストウェスタン札幌大通公園	(43.0601067, 141.344601)
東急ステイ札幌	(43.0591664, 141.3567315)
ホテルテトラスピリット札幌	(43.0559113, 141.343761)
ホテルネッツ札幌	(43.052246, 141.3535052)
ホテルWBF札幌すすきの	(43.0525105, 141.3510971)
Tマークシティホテル札幌	(43.0520825, 141.3518491)
札幌オリエンタルホテル	(43.0501305, 141.3537298)
日本キリスト教団 札幌教会	(43.0634883, 141.3570316)
公益社 中央霊堂	(43.0515961, 141.3450765)
東急ステイ札幌大通	(43.0580506, 141.3508024)
ホテル ポルテ	(43.0554214, 141.3624411)
JR東日本ホテルメッツ 札幌	(43.0698542, 141.3526678)
京王プレリアホテル 札幌	(43.0703368, 141.3483738)
ホテルJALシティ札幌 中島公園	(43.0502834, 141.3556002)
北海道立三岸好太郎美術館	(43.0615697, 141.3328745)
あさ野ホテル	(43.0581204, 141.3337797)
三井ガーデンホテル札幌ウエスト	(43.0665278, 141.3466496)
JRイン札幌北2条	(43.064204, 141.3541422)
旧石山郵便局 ぽすとかん	(42.9687009, 141.3358402)
厨翠山	(42.9662743, 141.1639563)
琴似グリーンホテル	(43.0811266, 141.3047312)
ホテルポールスター札幌	(43.0652303, 141.3462997)
OMO3札幌すすきの	(43.0540722, 141.3496752)
ホテルクラッセステイ札幌	(43.0506817, 141.3564932)
AOAO Sapporo	(43.057763, 141.3535774)
札幌市交通資料館	(43.0046818, 141.3642656)
札幌グランドホテル	(43.0627863, 141.3503699)
ギャラリー大通美術館	(43.0612529, 141.3499209)
